Artikelnummer;Bezeichnung;EAN;Netto
12851;Vampir Prinzessin;4002162710274;18.09
12873;SWAT-Weste;4002162710281;9.95
12873;SWAT-Weste;4002162710298;9.95
12900;Märchenprinzessin;4002162322613;12.5
12900;Märchenprinzessin;4002162322620;12.5
12900;Märchenprinzessin;4002162322637;12.5
12900;Märchenprinzessin;4002162322644;12.5
12900;Märchenprinzessin;4002162322651;12.5
12904;Zauber-Cape;4002162322668;7.5
12904;Zauber-Cape;4002162322675;7.5
12904;Zauber-Cape;4002162322682;7.5
12904;Zauber-Cape;4002162322699;7.5
12905;Grusel Skater;4002162609523;7.5
12905;Grusel Skater;4002162609530;7.5
12905;Grusel Skater;4002162609547;7.5
12905;Grusel Skater;4002162609554;7.5
12906;Eule;4002162609769;7.5
12906;Eule;4002162609776;7.5
12906;Eule;4002162609783;7.5
12907;Hexe violett;4002162609967;8.95
12907;Hexe violett;4002162609974;8.95
12907;Hexe violett;4002162609981;8.95
12907;Hexe violett;4002162609998;8.95
12907;Hexe violett;4002162610000;8.95
12908;Blauer Polizist;4002162046922;17.5
12908;Blauer Polizist;4002162046939;17.5
12908;Blauer Polizist;4002162046946;17.5
12908;Blauer Polizist;4002162046953;17.5
12908;Blauer Polizist;4002162046960;17.5
12911;Bienchen;4002162610543;9.95
12911;Bienchen;4002162610550;9.95
12911;Bienchen;4002162610567;9.95
12911;Bienchen;4002162610574;9.95
12912;Marienkäfer;4002162610505;9.95
12912;Marienkäfer;4002162610512;9.95
12912;Marienkäfer;4002162610529;9.95
12912;Marienkäfer;4002162610536;9.95
12914;Magierin;4002162322705;9.99
12914;Magierin;4002162322712;9.99
12914;Magierin;4002162322729;9.99
12914;Magierin;4002162322736;9.99
12915;Piratenmantel;4002162494099;9.99
12915;Piratenmantel;4002162494105;9.99
12915;Piratenmantel;4002162494112;9.99
12915;Piratenmantel;4002162494129;9.99
12915;Piratenmantel;4002162494136;9.99
12915;Piratenmantel;4002162494143;9.99
12916;Blätterfee;4002162321920;7.5
12916;Blätterfee;4002162321937;7.5
12916;Blätterfee;4002162321944;7.5
12916;Blätterfee;4002162321951;7.5
12917;Babydrache;4002162321968;7.5
12917;Babydrache;4002162321975;7.5
12917;Babydrache;4002162321982;7.5
12917;Babydrache;4002162321999;7.5
12917;Babydrache;4002162322002;7.5
12920;Erdbeerfee;4002162494303;9.5
12920;Erdbeerfee;4002162494310;9.5
12920;Erdbeerfee;4002162494327;9.5
12920;Erdbeerfee;4002162494334;9.5
12922;Schwarzer Ritter;4002162609707;9.95
12922;Schwarzer Ritter;4002162609714;9.95
12922;Schwarzer Ritter;4002162609721;9.95
12922;Schwarzer Ritter;4002162609738;9.95
